=== 2026-04-05T20:17:06-04:00 neuner_vs_alphabeta start cwd=/hpc/home/wjn7/catan_ai ===
=== GPU check ===
GPU 0: NVIDIA RTX 5000 Ada Generation (UUID: GPU-59c4ee0f-b317-ac8a-e75d-67c9e2b77278)
torch 2.10.0+cu128 cuda_available True
NVIDIA RTX 5000 Ada Generation
Effective config:
  preset=none difficulty=medium
  games=1000000 train=True
  placement_strategy=alphabeta
  enemy_fixed_schedule=False
  enemy_smooth_mix=False

Main agent ready      (6,295,286 params, obs=1259, actions=245)
Placement agent ready (alphabeta(depth=2, prunning=True))
Device: cuda
Run configuration:
  Main agent: 6,295,286 params (obs=1259, actions=245)
  Main weights: /hpc/home/wjn7/catan_ai/capstone_agent/models/capstone_model.pt
  Placement agent: strategy=alphabeta, alphabeta(depth=2, prunning=True)
  Placement weights: [none loaded]
  Opponent: alphabeta (depth=2, prunning=True)
  Self-play ladder: disabled
  Map: TOURNAMENT / fixed (seed=0)
  Training: enabled, trigger=steps, every 4096 transitions, periodic_save_every=2000 games, numbered main checkpoint copies
  Replay JSON save: enabled, dir=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays, every 100 games
  Benchmark CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/benchmark_games.csv
  PPO metrics CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/ppo_training.csv
  Device: cuda

Game 2050/1000000:       LOST  steps= 123  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2051/1000000:       LOST  steps= 141  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2052/1000000:       LOST  steps=  97  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2053/1000000:       LOST  steps= 105  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2054/1000000:       LOST  steps=  80  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2055/1000000:       LOST  steps=  84  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2056/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2057/1000000:       LOST  steps= 114  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2058/1000000:       LOST  steps= 161  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2059/1000000:       LOST  steps= 136  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2060/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  trained PPO on 4149 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4149)
Game 2061/1000000:       LOST  steps= 102  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2062/1000000:       LOST  steps=  89  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2063/1000000:       LOST  steps= 116  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2064/1000000:       LOST  steps= 128  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2065/1000000:       LOST  steps= 142  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2066/1000000:       LOST  steps=  90  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2067/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2068/1000000:       LOST  steps=  98  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2069/1000000:       LOST  steps=  75  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2070/1000000:       LOST  steps= 131  reward=-0.5  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2071/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2072/1000000:       LOST  steps=  79  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2073/1000000:       LOST  steps= 178  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2074/1000000:       LOST  steps= 105  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2075/1000000:       LOST  steps=  78  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2076/1000000:       LOST  steps= 130  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2077/1000000:       LOST  steps=  74  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2078/1000000:       LOST  steps=  62  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2079/1000000:       LOST  steps=  61  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2080/1000000:       LOST  steps=  94  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2081/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2082/1000000:       LOST  steps= 138  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2083/1000000:       LOST  steps= 158  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2084/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2085/1000000:       LOST  steps=  74  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2086/1000000:       LOST  steps= 135  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2087/1000000:       LOST  steps=  93  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2088/1000000:       LOST  steps=  88  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2089/1000000:       LOST  steps=  92  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2090/1000000:       LOST  steps=  90  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2091/1000000:       LOST  steps= 175  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2092/1000000:       LOST  steps= 114  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2093/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2094/1000000:       LOST  steps= 181  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2095/1000000:       LOST  steps= 140  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2096/1000000:       LOST  steps=  81  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2097/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2098/1000000:       LOST  steps= 177  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2099/1000000:       LOST  steps= 158  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  trained PPO on 4154 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4154)
Game 2100/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/29b61bb1-2cfd-43f2-9ca7-eb5ec364f1f0.json
Game 2101/1000000:       LOST  steps= 109  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2102/1000000:       LOST  steps= 114  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2103/1000000:       LOST  steps= 193  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2104/1000000:       LOST  steps=  59  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2105/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2106/1000000:       LOST  steps=  74  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2107/1000000:       LOST  steps= 121  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2108/1000000:       LOST  steps= 103  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2109/1000000:       LOST  steps= 103  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2110/1000000:       LOST  steps= 118  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2111/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2112/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2113/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2114/1000000:       LOST  steps=  95  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2115/1000000:       LOST  steps= 113  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2116/1000000:       LOST  steps= 145  reward=-0.5  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2117/1000000:       LOST  steps=  76  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2118/1000000:       LOST  steps=  95  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2119/1000000:       LOST  steps= 115  reward=-0.5  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2120/1000000:       LOST  steps=  70  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2121/1000000:       LOST  steps= 123  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2122/1000000:       LOST  steps= 110  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2123/1000000:       LOST  steps= 139  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2124/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2125/1000000:       LOST  steps= 117  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2126/1000000:       LOST  steps= 144  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2127/1000000:       LOST  steps=  79  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2128/1000000:       LOST  steps= 117  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2129/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2130/1000000:       LOST  steps= 114  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2131/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2132/1000000:       LOST  steps= 137  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2133/1000000:       LOST  steps= 110  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2134/1000000:       LOST  steps= 135  reward=-0.5  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2135/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2136/1000000:       LOST  steps=  98  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2137/1000000:       LOST  steps=  74  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2138/1000000:       LOST  steps= 153  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2139/1000000:       LOST  steps= 106  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  trained PPO on 4195 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4195)
Game 2140/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2141/1000000:       LOST  steps= 126  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2142/1000000:       LOST  steps= 107  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2143/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2144/1000000:       LOST  steps= 118  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2145/1000000:       LOST  steps=  89  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2146/1000000:        WON  steps= 111  reward=+1.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2147/1000000:       LOST  steps=  71  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2148/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2149/1000000:       LOST  steps=  51  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2150/1000000:       LOST  steps=  74  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2151/1000000:       LOST  steps= 102  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2152/1000000:       LOST  steps= 105  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2153/1000000:       LOST  steps= 123  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2154/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2155/1000000:       LOST  steps= 158  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2156/1000000:       LOST  steps=  97  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2157/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2158/1000000:       LOST  steps=  70  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2159/1000000:       LOST  steps=  69  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2160/1000000:       LOST  steps=  74  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2161/1000000:       LOST  steps=  74  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2162/1000000:       LOST  steps=  98  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2163/1000000:       LOST  steps=  93  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2164/1000000:       LOST  steps= 143  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2165/1000000:       LOST  steps= 119  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2166/1000000:       LOST  steps= 129  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2167/1000000:       LOST  steps= 102  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2168/1000000:       LOST  steps= 107  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2169/1000000:       LOST  steps= 134  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2170/1000000:       LOST  steps=  73  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2171/1000000:       LOST  steps= 129  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2172/1000000:       LOST  steps= 119  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2173/1000000:       LOST  steps= 117  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2174/1000000:       LOST  steps= 117  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2175/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2176/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2177/1000000:       LOST  steps= 119  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2178/1000000:       LOST  steps= 107  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2179/1000000:       LOST  steps=  81  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2180/1000000:       LOST  steps= 121  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2181/1000000:        WON  steps= 137  reward=+1.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4207 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4207)
Game 2182/1000000:       LOST  steps= 105  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2183/1000000:       LOST  steps= 134  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2184/1000000:       LOST  steps=  87  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2185/1000000:       LOST  steps= 123  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2186/1000000:       LOST  steps= 144  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2187/1000000:       LOST  steps= 105  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2188/1000000:       LOST  steps= 127  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2189/1000000:       LOST  steps=  99  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2190/1000000:       LOST  steps= 144  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2191/1000000:       LOST  steps= 141  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2192/1000000:       LOST  steps= 141  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2193/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2194/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2195/1000000:       LOST  steps= 123  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2196/1000000:       LOST  steps= 121  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2197/1000000:       LOST  steps=  94  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2198/1000000:       LOST  steps= 131  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2199/1000000:       LOST  steps=  97  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2200/1000000:       LOST  steps=  69  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/75e74c3b-329a-4373-b5e6-c92d4ff463c6.json
Game 2201/1000000:        WON  steps= 188  reward=+1.5  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2202/1000000:       LOST  steps= 127  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2203/1000000:       LOST  steps= 121  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2204/1000000:       LOST  steps= 114  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2205/1000000:       LOST  steps= 106  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2206/1000000:       LOST  steps=  91  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2207/1000000:       LOST  steps= 102  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2208/1000000:       LOST  steps=  63  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2209/1000000:       LOST  steps= 104  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2210/1000000:        WON  steps= 117  reward=+1.5  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 2211/1000000:       LOST  steps= 125  reward=-0.6  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 2212/1000000:       LOST  steps=  74  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 2213/1000000:       LOST  steps= 104  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 2214/1000000:       LOST  steps=  65  reward=-0.9  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 2215/1000000:       LOST  steps= 129  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2216/1000000:       LOST  steps= 108  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2217/1000000:       LOST  steps=  94  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2218/1000000:       LOST  steps=  98  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2219/1000000:       LOST  steps=  97  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2220/1000000:       LOST  steps= 106  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
  trained PPO on 4177 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4177)
Game 2221/1000000:       LOST  steps=  86  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2222/1000000:       LOST  steps=  77  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2223/1000000:       LOST  steps=  98  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2224/1000000:       LOST  steps=  98  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2225/1000000:       LOST  steps= 213  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2226/1000000:       LOST  steps=  93  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2227/1000000:       LOST  steps=  81  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2228/1000000:       LOST  steps= 109  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2229/1000000:       LOST  steps= 105  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2230/1000000:       LOST  steps= 114  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2231/1000000:       LOST  steps= 174  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2232/1000000:       LOST  steps= 108  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2233/1000000:       LOST  steps= 104  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2234/1000000:       LOST  steps=  65  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2235/1000000:       LOST  steps=  63  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2236/1000000:       LOST  steps= 164  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 2237/1000000:       LOST  steps= 113  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2238/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2239/1000000:       LOST  steps= 108  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2240/1000000:       LOST  steps=  93  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2241/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2242/1000000:       LOST  steps= 130  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2243/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2244/1000000:       LOST  steps=  72  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2245/1000000:       LOST  steps= 173  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2246/1000000:       LOST  steps=  91  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2247/1000000:       LOST  steps= 111  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2248/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2249/1000000:       LOST  steps= 113  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 2250/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
