=== 2026-04-05T20:17:06-04:00 neuner_vs_alphabeta start cwd=/hpc/home/wjn7/catan_ai ===
=== GPU check ===
GPU 0: NVIDIA RTX 5000 Ada Generation (UUID: GPU-59c4ee0f-b317-ac8a-e75d-67c9e2b77278)
torch 2.10.0+cu128 cuda_available True
NVIDIA RTX 5000 Ada Generation
Effective config:
  preset=none difficulty=medium
  games=1000000 train=True
  placement_strategy=alphabeta
  enemy_fixed_schedule=False
  enemy_smooth_mix=False

Main agent ready      (6,295,286 params, obs=1259, actions=245)
Placement agent ready (alphabeta(depth=2, prunning=True))
Device: cuda
Run configuration:
  Main agent: 6,295,286 params (obs=1259, actions=245)
  Main weights: /hpc/home/wjn7/catan_ai/capstone_agent/models/capstone_model.pt
  Placement agent: strategy=alphabeta, alphabeta(depth=2, prunning=True)
  Placement weights: [none loaded]
  Opponent: alphabeta (depth=2, prunning=True)
  Self-play ladder: disabled
  Map: TOURNAMENT / fixed (seed=0)
  Training: enabled, trigger=steps, every 4096 transitions, periodic_save_every=2000 games, numbered main checkpoint copies
  Replay JSON save: enabled, dir=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays, every 100 games
  Benchmark CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/benchmark_games.csv
  PPO metrics CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/ppo_training.csv
  Device: cuda

Game 41445/1000000:       LOST  steps= 135  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41446/1000000:       LOST  steps= 163  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41447/1000000:       LOST  steps= 110  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41448/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41449/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41450/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41451/1000000:       LOST  steps= 153  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41452/1000000:       LOST  steps=  57  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41453/1000000:        WON  steps= 126  reward=+1.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41454/1000000:       LOST  steps= 123  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41455/1000000:       LOST  steps=  52  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41456/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41457/1000000:       LOST  steps=  79  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41458/1000000:       LOST  steps=  82  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41459/1000000:       LOST  steps=  70  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41460/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41461/1000000:       LOST  steps=  43  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41462/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41463/1000000:       LOST  steps= 181  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  trained PPO on 4256 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4256)
Game 41464/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41465/1000000:       LOST  steps= 114  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41466/1000000:       LOST  steps= 117  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41467/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41468/1000000:       LOST  steps= 149  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41469/1000000:       LOST  steps= 142  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41470/1000000:       LOST  steps=  70  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41471/1000000:       LOST  steps= 147  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41472/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41473/1000000:       LOST  steps=  73  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41474/1000000:       LOST  steps= 121  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41475/1000000:       LOST  steps= 183  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41476/1000000:       LOST  steps= 120  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41477/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41478/1000000:       LOST  steps=  78  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41479/1000000:       LOST  steps=  72  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41480/1000000:       LOST  steps=  65  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41481/1000000:       LOST  steps= 122  reward=-0.5  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41482/1000000:       LOST  steps= 122  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41483/1000000:       LOST  steps= 121  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41484/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41485/1000000:       LOST  steps= 112  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41486/1000000:       LOST  steps= 122  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41487/1000000:       LOST  steps=  98  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41488/1000000:       LOST  steps= 148  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41489/1000000:       LOST  steps=  74  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41490/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41491/1000000:       LOST  steps= 115  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41492/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41493/1000000:       LOST  steps=  97  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41494/1000000:       LOST  steps=  86  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41495/1000000:       LOST  steps= 112  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41496/1000000:       LOST  steps= 122  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41497/1000000:       LOST  steps= 149  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41498/1000000:       LOST  steps= 120  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41499/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41500/1000000:       LOST  steps=  92  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/691b40bd-e1b9-442e-ada9-2af912716e68.json
Game 41501/1000000:       LOST  steps= 107  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41502/1000000:       LOST  steps=  83  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41503/1000000:       LOST  steps=  66  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  trained PPO on 4120 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4120)
Game 41504/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41505/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41506/1000000:       LOST  steps=  73  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41507/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41508/1000000:       LOST  steps= 123  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41509/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41510/1000000:       LOST  steps= 108  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41511/1000000:       LOST  steps= 171  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41512/1000000:       LOST  steps=  74  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41513/1000000:       LOST  steps=  64  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41514/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41515/1000000:       LOST  steps= 148  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41516/1000000:       LOST  steps= 100  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41517/1000000:       LOST  steps=  98  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41518/1000000:       LOST  steps= 104  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41519/1000000:       LOST  steps=  84  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41520/1000000:       LOST  steps= 138  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41521/1000000:       LOST  steps= 218  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41522/1000000:       LOST  steps=  82  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41523/1000000:       LOST  steps= 116  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41524/1000000:       LOST  steps= 112  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 41525/1000000:        WON  steps= 193  reward=+1.5  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41526/1000000:       LOST  steps=  71  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41527/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41528/1000000:       LOST  steps= 117  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41529/1000000:       LOST  steps= 115  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41530/1000000:       LOST  steps=  92  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41531/1000000:        WON  steps= 144  reward=+1.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41532/1000000:       LOST  steps=  76  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41533/1000000:       LOST  steps= 140  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41534/1000000:       LOST  steps=  63  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41535/1000000:       LOST  steps=  73  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41536/1000000:       LOST  steps=  71  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41537/1000000:       LOST  steps=  94  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41538/1000000:       LOST  steps= 140  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41539/1000000:       LOST  steps= 114  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41540/1000000:       LOST  steps= 103  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41541/1000000:       LOST  steps= 120  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41542/1000000:       LOST  steps= 108  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
  trained PPO on 4169 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4169)
Game 41543/1000000:       LOST  steps=  95  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41544/1000000:       LOST  steps= 109  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41545/1000000:       LOST  steps=  93  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41546/1000000:       LOST  steps= 105  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41547/1000000:       LOST  steps=  74  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41548/1000000:       LOST  steps= 106  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41549/1000000:       LOST  steps=  56  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41550/1000000:       LOST  steps= 130  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41551/1000000:       LOST  steps=  54  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41552/1000000:       LOST  steps= 115  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41553/1000000:       LOST  steps= 117  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41554/1000000:       LOST  steps=  74  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41555/1000000:       LOST  steps=  70  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41556/1000000:       LOST  steps=  89  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41557/1000000:       LOST  steps=  93  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41558/1000000:       LOST  steps= 102  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41559/1000000:       LOST  steps=  98  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41560/1000000:       LOST  steps=  83  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41561/1000000:       LOST  steps= 107  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41562/1000000:       LOST  steps= 106  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41563/1000000:       LOST  steps=  98  reward=-0.5  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41564/1000000:       LOST  steps=  99  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41565/1000000:       LOST  steps= 122  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41566/1000000:       LOST  steps= 105  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41567/1000000:       LOST  steps= 129  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41568/1000000:       LOST  steps=  88  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41569/1000000:       LOST  steps=  97  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41570/1000000:       LOST  steps=  79  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41571/1000000:       LOST  steps= 105  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41572/1000000:       LOST  steps=  79  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41573/1000000:       LOST  steps=  79  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41574/1000000:       LOST  steps=  89  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41575/1000000:       LOST  steps=  83  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41576/1000000:       LOST  steps=  72  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41577/1000000:       LOST  steps= 162  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41578/1000000:       LOST  steps= 105  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41579/1000000:       LOST  steps= 165  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41580/1000000:       LOST  steps= 134  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41581/1000000:       LOST  steps=  93  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41582/1000000:       LOST  steps= 121  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41583/1000000:       LOST  steps= 135  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41584/1000000:       LOST  steps= 106  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41585/1000000:       LOST  steps=  81  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
  trained PPO on 4130 buffered transitions (games in batch: 43; trigger=steps: buffered transitions reached 4130)
Game 41586/1000000:       LOST  steps=  90  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41587/1000000:       LOST  steps= 139  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41588/1000000:       LOST  steps= 134  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41589/1000000:       LOST  steps= 160  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41590/1000000:       LOST  steps=  86  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41591/1000000:       LOST  steps=  84  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41592/1000000:       LOST  steps= 100  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41593/1000000:       LOST  steps=  74  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41594/1000000:       LOST  steps=  98  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41595/1000000:       LOST  steps=  81  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41596/1000000:       LOST  steps= 108  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41597/1000000:       LOST  steps= 136  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41598/1000000:       LOST  steps=  83  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41599/1000000:       LOST  steps= 109  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41600/1000000:       LOST  steps= 121  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/13544a5c-1b4d-4b4d-a244-940016bfdb1c.json
Game 41601/1000000:       LOST  steps=  62  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41602/1000000:       LOST  steps= 121  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41603/1000000:       LOST  steps=  63  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41604/1000000:       LOST  steps= 115  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41605/1000000:       LOST  steps= 101  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41606/1000000:       LOST  steps= 111  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41607/1000000:       LOST  steps= 102  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41608/1000000:       LOST  steps=  72  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41609/1000000:       LOST  steps= 132  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41610/1000000:       LOST  steps= 118  reward=-0.6  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41611/1000000:        WON  steps= 147  reward=+1.5  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41612/1000000:       LOST  steps=  82  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41613/1000000:       LOST  steps=  90  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41614/1000000:       LOST  steps= 153  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41615/1000000:       LOST  steps=  87  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41616/1000000:       LOST  steps= 123  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41617/1000000:       LOST  steps=  63  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41618/1000000:       LOST  steps= 116  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41619/1000000:       LOST  steps= 137  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41620/1000000:       LOST  steps=  71  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41621/1000000:       LOST  steps=  91  reward=-0.9  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41622/1000000:       LOST  steps= 153  reward=-0.6  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41623/1000000:       LOST  steps= 119  reward=-0.9  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41624/1000000:       LOST  steps=  70  reward=-0.9  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41625/1000000:       LOST  steps= 143  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41626/1000000:       LOST  steps=  97  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
  trained PPO on 4178 buffered transitions (games in batch: 41; trigger=steps: buffered transitions reached 4178)
Game 41627/1000000:       LOST  steps= 169  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41628/1000000:       LOST  steps=  91  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41629/1000000:       LOST  steps=  56  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41630/1000000:       LOST  steps=  88  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41631/1000000:       LOST  steps= 116  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41632/1000000:       LOST  steps=  73  reward=-0.9  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41633/1000000:       LOST  steps=  97  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41634/1000000:       LOST  steps=  92  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41635/1000000:       LOST  steps= 231  reward=-0.8  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41636/1000000:       LOST  steps=  97  reward=-0.7  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 41637/1000000:       LOST  steps= 166  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41638/1000000:       LOST  steps= 134  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41639/1000000:       LOST  steps= 127  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41640/1000000:       LOST  steps= 149  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41641/1000000:       LOST  steps= 133  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 41642/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41643/1000000:       LOST  steps=  91  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41644/1000000:       LOST  steps=  95  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 41645/1000000:       LOST  steps= 112  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
